File Path,File Name,Title,Splunk Query
C:\SigmaRules\sigma\rules\windows\driver_load\driver_load_win_vuln_drivers_names.yml,driver_load_win_vuln_drivers_names.yml,Vulnerable Driver Load By Name,"ImageLoaded IN (\\panmonfltx64.sys, \\dbutil.sys, \\fairplaykd.sys, \\nvaudio.sys, \\superbmc.sys, \\bsmi.sys, \\smarteio64.sys, \\bwrsh.sys, \\agent64.sys, \\asmmap64.sys, \\dellbios.sys, \\chaos-rootkit.sys, \\wcpu.sys, \\dh_kernel.sys, \\sbiosio64.sys, \\bw.sys, \\asrdrv102.sys, \\nt6.sys, \\mhyprot3.sys, \\winio64c.sys, \\asupio64.sys, \\blackbonedrv10.sys, \\d.sys, \\driver7-x86.sys, \\sfdrvx32.sys, \\enetechio64.sys, \\gdrv.sys, \\sysinfodetectorx64.sys, \\fh-ethercat_dio.sys, \\asromgdrv.sys, \\my.sys, \\dcprotect.sys, \\irec.sys, \\gedevdrv.sys, \\winio32a.sys, \\gvcidrv64.sys, \\winio32.sys, \\bs_hwmio64.sys, \\nstr.sys, \\inpoutx64.sys, \\hw.sys, \\winio64.sys, \\hpportiox64.sys, \\iobitunlocker.sys, \\b1.sys, \\aoddriver.sys, \\elbycdio.sys, \\protects.sys, \\kprocesshacker.sys, \\speedfan.sys, \\radhwmgr.sys, \\iscflashx64.sys, \\black.sys, \\b4.sys, \\hwos2ec10x64.sys, \\winflash64.sys, \\corsairllaccess64.sys, \\bs_i2cio.sys, \\d3.sys, \\windows-xp-64.sys, \\aswvmm.sys, \\bs_i2c64.sys, \\1.sys, \\nchgbios2x64.sys, \\cpuz141.sys, \\segwindrvx64.sys, \\tdeio64.sys, \\ntiolib.sys, \\gtckmdfbs.sys, \\iomap64.sys, \\avalueio.sys, \\semav6msr.sys, \\lgdcatcher.sys, \\b.sys, \\hwdetectng.sys, \\nt4.sys, \\tgsafe.sys, \\mydrivers.sys, \\eneio64.sys, \\procexp.sys, \\viragt64.sys, \\fpcie2com.sys, \\lenovodiagnosticsdriver.sys, \\cp2x72c.sys, \\kerneld.amd64, \\bs_def64.sys, \\piddrv.sys, \\amifldrv64.sys, \\cpuz_x64.sys, \\proxy32.sys, \\wsdkd.sys, \\t8.sys, \\ucorew64.sys, \\atszio.sys, \\lmiinfo.sys, \\80.sys, \\nt3.sys, \\ngiodriver.sys, \\lv561av.sys, \\gpcidrv64.sys, \\fd3b7234419fafc9bdd533f48896ed73_b816c5cd.sys, \\rtport.sys, \\full.sys, \\viragt.sys, \\fiddrv64.sys, \\cupfixerx64.sys, \\cpupress.sys, \\hwos2ec7x64.sys, \\driver7-x86-withoutdbg.sys, \\asrdrv10.sys, \\nvflsh64.sys, \\asrrapidstartdrv.sys, \\tmcomm.sys, \\wiseunlo.sys, \\rwdrv.sys, \\asio64.sys, \\nvoclock.sys, \\panio.sys, \\mtcbsv64.sys, \\amigendrv64.sys, \\capcom.sys, \\netflt.sys, \\phlashnt.sys, \\dbutil_2_3.sys, \\ni.sys, \\ntiolib_x64.sys, \\atszio64.sys, \\lgcoretemp.sys, \\lha.sys, \\phymem64.sys, \\dbutildrv2.sys, \\asrdrv103.sys, \\rtcore64.sys, \\bs_hwmio64_w10.sys, \\ene.sys, \\winio64b.sys, \\piddrv64.sys, \\directio32.sys, \\monitor_win10_x64.sys, \\nt5.sys, \\asrsmartconnectdrv.sys, \\rtif.sys, \\atillk64.sys, \\directio.sys, \\asribdrv.sys, \\kfeco11x64.sys, \\citmdrv_ia64.sys, \\sysdrv3s.sys, \\amp.sys, \\vboxdrv.sys, \\adv64drv.sys, \\hostnt.sys, \\phymem_ext64.sys, \\echo_driver.sys, \\winiodrv.sys, \\pdfwkrnl.sys, \\glckio2.sys, \\asrdrv106.sys, \\nscm.sys, \\bs_rcio64.sys, \\ncpl.sys, \\sandra.sys, \\fiddrv.sys, \\hwrwdrv.sys, \\mhyprot.sys, \\asrsetupdrv103.sys, \\iqvw64.sys, \\b3.sys, \\ssport.sys, \\bs_def.sys, \\computerz.sys, \\windows8-10-32.sys, \\nstrwsk.sys, \\lurker.sys, \\bsmemx64.sys, \\wyproxy64.sys, \\asio.sys, \\t3.sys, \\cpuz.sys, \\rtkio.sys, \\driver7-x64.sys, \\netfilterdrv.sys, \\ioaccess.sys, \\testbone.sys, \\gameink.sys, \\kevp64.sys, \\mhyprot2.sys, \\se64a.sys, \\vboxusb.sys, \\windows7-32.sys, \\vproeventmonitor.sys, \\winio64a.sys, \\asrdrv101.sys, \\netproxydriver.sys, \\elrawdsk.sys, \\zam64.sys, \\cg6kwin2k.sys, \\asupio.sys, \\stdcdrvws64.sys, \\81.sys, \\citmdrv_amd64.sys, \\amdryzenmasterdriver.sys, \\vmdrv.sys, \\sysinfo.sys, \\alsysio64.sys, \\directio64.sys, \\rzpnk.sys, \\amdpowerprofiler.sys, \\truesight.sys, \\wirwadrv.sys, \\phymemx64.sys, \\msio64.sys, \\sepdrv3_1.sys, \\gametersafe.sys, \\bs_rcio.sys, \\d4.sys, \\t.sys, \\eio.sys, \\nt2.sys, \\winring0.sys, \\physmem.sys, \\libnicm.sys, \\msio32.sys, \\asrautochkupddrv.sys, \\asio32.sys, \\etdsupp.sys, \\smep_namco.sys, \\bandai.sys, \\d2.sys, \\magdrvamd64.sys, \\nvflash.sys, \\goad.sys, \\proxy64.sys, \\amsdk.sys, \\kbdcap64.sys, \\vdbsv64.sys, \\pchunter.sys, \\sysconp.sys, \\dh_kernel_10.sys, \\msrhook.sys, \\bedaisy.sys, \\dcr.sys, \\panmonflt.sys, \\bsmixp64.sys, \\otipcibus.sys, \\fidpcidrv.sys, \\kfeco10x64.sys, \\asrdrv104.sys, \\c.sys, \\tdklib64.sys, \\bsmix64.sys, \\bs_flash64.sys, \\stdcdrv64.sys, \\naldrv.sys, \\ctiio64.sys, \\bwrs.sys, \\nicm.sys, \\winio32b.sys, \\paniox64.sys, \\ecsiodriverx64.sys, \\iomem64.sys, \\fidpcidrv64.sys, \\aswarpot.sys, \\bs_rciow1064.sys, \\asmio64.sys, \\openlibsys.sys, \\viraglt64.sys, \\dbk64.sys, \\t7.sys, \\atlaccess.sys, \\nbiolib_x64.sys, \\smep_capcom.sys, \\iqvw64e.sys)"
C:\SigmaRules\sigma\rules\windows\driver_load\driver_load_win_vuln_hevd_driver.yml,driver_load_win_vuln_hevd_driver.yml,Vulnerable HackSys Extreme Vulnerable Driver Load,"ImageLoaded=\\HEVD.sys OR Hashes IN (IMPHASH=f26d0b110873a1c7d8c4f08fbeab89c5, IMPHASH=c46ea2e651fd5f7f716c8867c6d13594) OR Imphash IN (f26d0b110873a1c7d8c4f08fbeab89c5, c46ea2e651fd5f7f716c8867c6d13594)"
C:\SigmaRules\sigma\rules\windows\driver_load\driver_load_win_vuln_winring0_driver.yml,driver_load_win_vuln_winring0_driver.yml,Vulnerable WinRing0 Driver Load,"ImageLoaded IN (\\WinRing0x64.sys, \\WinRing0.sys, \\WinRing0.dll, \\WinRing0x64.dll, \\winring00x64.sys) OR Hashes=IMPHASH=D41FA95D4642DC981F10DE36F4DC8CD7 OR Imphash=d41fa95d4642dc981f10de36f4dc8cd7"
C:\SigmaRules\sigma\rules\windows\driver_load\driver_load_win_windivert.yml,driver_load_win_windivert.yml,WinDivert Driver Load,"ImageLoaded IN (\\WinDivert.sys, \\WinDivert64.sys, \\NordDivert.sys, \\lingtiwfp.sys, \\eswfp.sys) OR Hashes IN (IMPHASH=0604bb7cb4bb851e2168d5c7d9399087, IMPHASH=2e5f0e649d97f32b03c09e4686d0574f, IMPHASH=52f8aa269f69f0edad9e8fcdaedce276, IMPHASH=c0e5d314da39dbf65a2dbff409cc2c76, IMPHASH=58623490691babe8330adc81cd04a663, IMPHASH=8ee39b48656e4d6b8459d7ba7da7438b, IMPHASH=45ee545ae77e8d43fc70ede9efcd4c96, IMPHASH=a1b2e245acd47e4a348e1a552a02859a, IMPHASH=2a5f85fe4609461c6339637594fa9b0a, IMPHASH=6b2c6f95233c2914d1d488ee27531acc, IMPHASH=9f2fdd3f9ab922bbb0560a7df46f4342, IMPHASH=d8a719865c448b1bd2ec241e46ac1c88, IMPHASH=0ea54f8c9af4a2fe8367fa457f48ed38, IMPHASH=9d519ae0a0864d6d6ae3f8b6c9c70af6, IMPHASH=a74929edfc3289895e3f2885278947ae, IMPHASH=a66b476c2d06c370f0a53b5537f2f11e, IMPHASH=bdcd836a46bc2415773f6b5ea77a46e4, IMPHASH=c28cd6ccd83179e79dac132a553693d9) OR Imphash IN (0604bb7cb4bb851e2168d5c7d9399087, 2e5f0e649d97f32b03c09e4686d0574f, 52f8aa269f69f0edad9e8fcdaedce276, c0e5d314da39dbf65a2dbff409cc2c76, 58623490691babe8330adc81cd04a663, 8ee39b48656e4d6b8459d7ba7da7438b, 45ee545ae77e8d43fc70ede9efcd4c96, a1b2e245acd47e4a348e1a552a02859a, 2a5f85fe4609461c6339637594fa9b0a, 6b2c6f95233c2914d1d488ee27531acc, 9f2fdd3f9ab922bbb0560a7df46f4342, d8a719865c448b1bd2ec241e46ac1c88, 0ea54f8c9af4a2fe8367fa457f48ed38, 9d519ae0a0864d6d6ae3f8b6c9c70af6, a74929edfc3289895e3f2885278947ae, a66b476c2d06c370f0a53b5537f2f11e, bdcd836a46bc2415773f6b5ea77a46e4, c28cd6ccd83179e79dac132a553693d9)"
C:\SigmaRules\sigma\rules\windows\file\file_access\file_access_win_susp_credential_manager_access.yml,file_access_win_susp_credential_manager_access.yml,Credential Manager Access By Uncommon Applications,"FileName IN (\\AppData\\Local\\Microsoft\\Credentials\\, \\AppData\\Roaming\\Microsoft\\Credentials\\, \\AppData\\Local\\Microsoft\\Vault\\, \\ProgramData\\Microsoft\\Vault\\) NOT (Image IN (C:\\Program Files\\, C:\\Program Files (x86)\\, C:\\Windows\\system32\\, C:\\Windows\\SysWOW64\\))"
C:\SigmaRules\sigma\rules\windows\file\file_access\file_access_win_susp_credhist.yml,file_access_win_susp_credhist.yml,Access To Windows Credential History File By Uncommon Applications,"FileName=\\Microsoft\\Protect\\CREDHIST NOT (Image IN (C:\\Program Files\\, C:\\Program Files (x86)\\, C:\\Windows\\system32\\, C:\\Windows\\SysWOW64\\) OR Image=C:\\Windows\\explorer.exe)"
C:\SigmaRules\sigma\rules\windows\file\file_access\file_access_win_susp_crypto_currency_wallets.yml,file_access_win_susp_crypto_currency_wallets.yml,Access To Crypto Currency Wallets By Uncommon Applications,"FileName IN (\\AppData\\Roaming\\Ethereum\\keystore\\, \\AppData\\Roaming\\EthereumClassic\\keystore\\, \\AppData\\Roaming\\monero\\wallets\\) OR FileName IN (\\AppData\\Roaming\\Bitcoin\\wallet.dat, \\AppData\\Roaming\\BitcoinABC\\wallet.dat, \\AppData\\Roaming\\BitcoinSV\\wallet.dat, \\AppData\\Roaming\\DashCore\\wallet.dat, \\AppData\\Roaming\\DogeCoin\\wallet.dat, \\AppData\\Roaming\\Litecoin\\wallet.dat, \\AppData\\Roaming\\Ripple\\wallet.dat, \\AppData\\Roaming\\Zcash\\wallet.dat) NOT (Image=System OR Image IN (C:\\Program Files (x86)\\, C:\\Program Files\\, C:\\Windows\\system32\\, C:\\Windows\\SysWOW64\\)) NOT (Image=C:\\ProgramData\\Microsoft\\Windows Defender\\ Image IN (\\MpCopyAccelerator.exe, \\MsMpEng.exe))"
C:\SigmaRules\sigma\rules\windows\file\file_access\file_access_win_susp_dpapi_master_key_access.yml,file_access_win_susp_dpapi_master_key_access.yml,Access To Windows DPAPI Master Keys By Uncommon Applications,"FileName IN (\\Microsoft\\Protect\\S-1-5-18\\, \\Microsoft\\Protect\\S-1-5-21-) NOT (Image IN (C:\\Program Files\\, C:\\Program Files (x86)\\, C:\\Windows\\system32\\, C:\\Windows\\SysWOW64\\))"
C:\SigmaRules\sigma\rules\windows\file\file_access\file_access_win_susp_gpo_files.yml,file_access_win_susp_gpo_files.yml,Access To Potentially Sensitive Sysvol Files By Uncommon Applications,"FileName=\\ FileName=\\sysvol\\ FileName=\\Policies\\ FileName IN (audit.csv, Files.xml, GptTmpl.inf, groups.xml, Registry.pol, Registry.xml, scheduledtasks.xml, scripts.ini, services.xml) NOT (Image IN (C:\\Program Files (x86)\\, C:\\Program Files\\, C:\\Windows\\system32\\, C:\\Windows\\SysWOW64\\) OR Image=C:\\Windows\\explorer.exe)"
C:\SigmaRules\sigma\rules\windows\file\file_access\file_access_win_teams_sensitive_files.yml,file_access_win_teams_sensitive_files.yml,Microsoft Teams Sensitive File Access By Uncommon Applications,"FileName IN (\\Microsoft\\Teams\\Cookies, \\Microsoft\\Teams\\Local Storage\\leveldb) NOT Image=\\Microsoft\\Teams\\current\\Teams.exe"
C:\SigmaRules\sigma\rules\windows\file\file_change\file_change_win_2022_timestomping.yml,file_change_win_2022_timestomping.yml,File Creation Date Changed to Another Year,"(PreviousCreationUtcTime=2022 NOT CreationUtcTime=2022) OR (PreviousCreationUtcTime=202 NOT CreationUtcTime=202) NOT (Image IN (C:\\Windows\\system32\\ProvTool.exe, C:\\Windows\\System32\\usocoreworker.exe, C:\\Windows\\ImmersiveControlPanel\\SystemSettings.exe) OR TargetFilename=C:\\ProgramData\\USOPrivate\\UpdateStore\\ OR TargetFilename IN (.tmp, .temp) OR (Image=C:\\WINDOWS\\ Image=\\TiWorker.exe TargetFilename=.cab))"
C:\SigmaRules\sigma\rules\windows\file\file_change\file_change_win_unusual_modification_by_dns_exe.yml,file_change_win_unusual_modification_by_dns_exe.yml,Unusual File Modification by dns.exe,Image=\\dns.exe NOT TargetFilename=\\dns.log
C:\SigmaRules\sigma\rules\windows\file\file_delete\file_delete_win_cve_2021_1675_print_nightmare.yml,file_delete_win_cve_2021_1675_print_nightmare.yml,Potential PrintNightmare Exploitation Attempt,Image=\\spoolsv.exe TargetFilename=C:\\Windows\\System32\\spool\\drivers\\x64\\3\\
C:\SigmaRules\sigma\rules\windows\file\file_delete\file_delete_win_delete_backup_file.yml,file_delete_win_delete_backup_file.yml,Backup Files Deleted,"Image IN (\\cmd.exe, \\powershell.exe, \\pwsh.exe, \\wt.exe, \\rundll32.exe, \\regsvr32.exe) TargetFilename IN (.VHD, .bac, .bak, .wbcat, .bkf, .set, .win, .dsk)"
C:\SigmaRules\sigma\rules\windows\file\file_delete\file_delete_win_delete_event_log_files.yml,file_delete_win_delete_event_log_files.yml,EventLog EVTX File Deleted,TargetFilename=C:\\Windows\\System32\\winevt\\Logs\\ TargetFilename=.evtx
C:\SigmaRules\sigma\rules\windows\file\file_delete\file_delete_win_delete_exchange_powershell_logs.yml,file_delete_win_delete_exchange_powershell_logs.yml,Exchange PowerShell Cmdlet History Deleted,TargetFilename=\\Logging\\CmdletInfra\\LocalPowerShell\\Cmdlet\\ TargetFilename=_Cmdlet_
C:\SigmaRules\sigma\rules\windows\file\file_delete\file_delete_win_delete_iis_access_logs.yml,file_delete_win_delete_iis_access_logs.yml,IIS WebServer Access Logs Deleted,TargetFilename=\\inetpub\\logs\\LogFiles\\ TargetFilename=.log
C:\SigmaRules\sigma\rules\windows\file\file_delete\file_delete_win_delete_own_image.yml,file_delete_win_delete_own_image.yml,Process Deletion of Its Own Executable,Error reading file: 'NoneType' object has no attribute 'format' (while converting rule None)
C:\SigmaRules\sigma\rules\windows\file\file_delete\file_delete_win_delete_powershell_command_history.yml,file_delete_win_delete_powershell_command_history.yml,PowerShell Console History Logs Deleted,TargetFilename=\\PSReadLine\\ConsoleHost_history.txt
C:\SigmaRules\sigma\rules\windows\file\file_delete\file_delete_win_delete_prefetch.yml,file_delete_win_delete_prefetch.yml,Prefetch File Deleted,"TargetFilename=:\\Windows\\Prefetch\\ TargetFilename=.pf NOT (Image=:\\windows\\system32\\svchost.exe User IN (AUTHORI, AUTORI))"
C:\SigmaRules\sigma\rules\windows\file\file_delete\file_delete_win_delete_teamviewer_logs.yml,file_delete_win_delete_teamviewer_logs.yml,TeamViewer Log File Deleted,TargetFilename=\\TeamViewer_ TargetFilename=.log NOT Image=C:\\Windows\\system32\\svchost.exe
C:\SigmaRules\sigma\rules\windows\file\file_delete\file_delete_win_delete_tomcat_logs.yml,file_delete_win_delete_tomcat_logs.yml,Tomcat WebServer Logs Deleted,"TargetFilename=\\Tomcat TargetFilename=\\logs\\ TargetFilename IN (catalina., _access_log., localhost.)"
C:\SigmaRules\sigma\rules\windows\file\file_delete\file_delete_win_sysinternals_sdelete_file_deletion.yml,file_delete_win_sysinternals_sdelete_file_deletion.yml,File Deleted Via Sysinternals SDelete,"TargetFilename IN (.AAA, .ZZZ) NOT TargetFilename=\\Wireshark\\radius\\dictionary.alcatel-lucent.aaa"
C:\SigmaRules\sigma\rules\windows\file\file_delete\file_delete_win_unusual_deletion_by_dns_exe.yml,file_delete_win_unusual_deletion_by_dns_exe.yml,Unusual File Deletion by Dns.exe,Image=\\dns.exe NOT TargetFilename=\\dns.log
C:\SigmaRules\sigma\rules\windows\file\file_delete\file_delete_win_zone_identifier_ads_uncommon.yml,file_delete_win_zone_identifier_ads_uncommon.yml,ADS Zone.Identifier Deleted By Uncommon Application,"TargetFilename=:Zone.Identifier NOT (Image IN (C:\\Program Files\\PowerShell\\7-preview\\pwsh.exe, C:\\Program Files\\PowerShell\\7\\pwsh.exe, C:\\Windows\\explorer.exe, C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe, C:\\Windows\\SysWOW64\\explorer.exe, C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe)) NOT (Image IN (C:\\Program Files (x86)\\Google\\Chrome\\Application\\chrome.exe, C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe) OR Image IN (C:\\Program Files (x86)\\Mozilla Firefox\\firefox.exe, C:\\Program Files\\Mozilla Firefox\\firefox.exe))"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_adsi_cache_creation_by_uncommon_tool.yml,file_event_win_adsi_cache_creation_by_uncommon_tool.yml,ADSI-Cache File Creation By Uncommon Tool,"TargetFilename=\\Local\\Microsoft\\Windows\\SchCache\\ TargetFilename=.sch NOT (Image IN (:\\Program Files\\Cylance\\Desktop\\CylanceSvc.exe, :\\Windows\\CCM\\CcmExec.exe, :\\windows\\system32\\dllhost.exe, :\\Windows\\system32\\dsac.exe, :\\Windows\\system32\\efsui.exe, :\\windows\\system32\\mmc.exe, :\\windows\\system32\\svchost.exe, :\\Windows\\System32\\wbem\\WmiPrvSE.exe, :\\windows\\system32\\WindowsPowerShell\\v1.0\\powershell.exe) OR Image IN (:\\Windows\\ccmsetup\\autoupgrade\\ccmsetup, :\\Program Files\\SentinelOne\\Sentinel Agent) OR (Image=:\\Program Files\\ Image=\\Microsoft Office Image=\\OUTLOOK.EXE)) NOT (Image IN (\\LANDesk\\LDCLient\\ldapwhoami.exe, :\\Program Files\\Citrix\\Receiver StoreFront\\Services\\DefaultDomainServices\\Citrix.DeliveryServices.DomainServices.ServiceHost.exe))"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_advanced_ip_scanner.yml,file_event_win_advanced_ip_scanner.yml,Advanced IP Scanner - File Event,TargetFilename=\\AppData\\Local\\Temp\\Advanced IP Scanner 2
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_anydesk_artefact.yml,file_event_win_anydesk_artefact.yml,Anydesk Temporary Artefact,"TargetFilename IN (\\AppData\\Roaming\\AnyDesk\\user.conf, \\AppData\\Roaming\\AnyDesk\\system.conf)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_anydesk_writing_susp_binaries.yml,file_event_win_anydesk_writing_susp_binaries.yml,Suspicious Binary Writes Via AnyDesk,"Image=\\anydesk.exe TargetFilename IN (.dll, .exe) NOT TargetFilename=\\gcapi.dll"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_aspnet_temp_files.yml,file_event_win_aspnet_temp_files.yml,Assembly DLL Creation Via AspNetCompiler,Image=\\aspnet_compiler.exe TargetFilename=\\Temporary ASP.NET Files\\ TargetFilename=\\assembly\\tmp\\ TargetFilename=.dll
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_bloodhound_collection.yml,file_event_win_bloodhound_collection.yml,BloodHound Collection Files,"TargetFilename IN (BloodHound.zip, _computers.json, _containers.json, _domains.json, _gpos.json, _groups.json, _ous.json, _users.json) NOT (Image=\\svchost.exe TargetFilename=C:\\Program Files\\WindowsApps\\Microsoft. TargetFilename=\\pocket_containers.json)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_create_evtx_non_common_locations.yml,file_event_win_create_evtx_non_common_locations.yml,EVTX Created In Uncommon Location,TargetFilename=.evtx NOT (TargetFilename=C:\\Windows\\System32\\winevt\\Logs\\ OR (TargetFilename=C:\\ProgramData\\Microsoft\\Windows\\Containers\\BaseImages\\ TargetFilename=\\Windows\\System32\\winevt\\Logs\\))
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_create_non_existent_dlls.yml,file_event_win_create_non_existent_dlls.yml,Creation Of Non-Existent System DLL,"TargetFilename IN (:\\Windows\\System32\\TSMSISrv.dll, :\\Windows\\System32\\TSVIPSrv.dll, :\\Windows\\System32\\wbem\\wbemcomn.dll, :\\Windows\\System32\\WLBSCTRL.dll, :\\Windows\\System32\\wow64log.dll, :\\Windows\\System32\\WptsExtensions.dll, \\SprintCSP.dll)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_creation_new_shim_database.yml,file_event_win_creation_new_shim_database.yml,New Custom Shim Database Created,"TargetFilename IN (:\\Windows\\apppatch\\Custom\\, :\\Windows\\apppatch\\CustomSDB\\)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_creation_scr_binary_file.yml,file_event_win_creation_scr_binary_file.yml,Suspicious Screensaver Binary File Creation,"TargetFilename=.scr NOT (Image IN (\\Kindle.exe, \\Bin\\ccSvcHst.exe) OR (Image=\\TiWorker.exe TargetFilename=\\uwfservicingscr.scr))"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_creation_system_dll_files.yml,file_event_win_creation_system_dll_files.yml,Files With System DLL Name In Unsuspected Locations,"TargetFilename IN (\\secur32.dll, \\tdh.dll) NOT (TargetFilename IN (C:\\$WINDOWS.~BT\\, C:\\$WinREAgent\\, C:\\Windows\\SoftwareDistribution\\, C:\\Windows\\System32\\, C:\\Windows\\SysWOW64\\, C:\\Windows\\WinSxS\\, C:\\Windows\\uus\\))"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_creation_system_file.yml,file_event_win_creation_system_file.yml,Files With System Process Name In Unsuspected Locations,"TargetFilename IN (\\AtBroker.exe, \\audiodg.exe, \\backgroundTaskHost.exe, \\bcdedit.exe, \\bitsadmin.exe, \\cmdl32.exe, \\cmstp.exe, \\conhost.exe, \\csrss.exe, \\dasHost.exe, \\dfrgui.exe, \\dllhost.exe, \\dwm.exe, \\eventcreate.exe, \\eventvwr.exe, \\explorer.exe, \\extrac32.exe, \\fontdrvhost.exe, \\ipconfig.exe, \\iscsicli.exe, \\iscsicpl.exe, \\logman.exe, \\LogonUI.exe, \\LsaIso.exe, \\lsass.exe, \\lsm.exe, \\msiexec.exe, \\msinfo32.exe, \\mstsc.exe, \\nbtstat.exe, \\odbcconf.exe, \\powershell.exe, \\pwsh.exe, \\regini.exe, \\regsvr32.exe, \\rundll32.exe, \\RuntimeBroker.exe, \\schtasks.exe, \\SearchFilterHost.exe, \\SearchIndexer.exe, \\SearchProtocolHost.exe, \\SecurityHealthService.exe, \\SecurityHealthSystray.exe, \\services.exe, \\ShellAppRuntime.exe, \\sihost.exe, \\smartscreen.exe, \\smss.exe, \\spoolsv.exe, \\svchost.exe, \\SystemSettingsBroker.exe, \\taskhost.exe, \\taskhostw.exe, \\Taskmgr.exe, \\TiWorker.exe, \\vssadmin.exe, \\w32tm.exe, \\WerFault.exe, \\WerFaultSecure.exe, \\wermgr.exe, \\wevtutil.exe, \\wininit.exe, \\winlogon.exe, \\winrshost.exe, \\WinRTNetMUAHostServer.exe, \\wlanext.exe, \\wlrmdr.exe, \\WmiPrvSE.exe, \\wslhost.exe, \\WSReset.exe, \\WUDFHost.exe, \\WWAHost.exe) NOT (TargetFilename IN (C:\\$WINDOWS.~BT\\, C:\\$WinREAgent\\, C:\\Windows\\SoftwareDistribution\\, C:\\Windows\\System32\\, C:\\Windows\\SysWOW64\\, C:\\Windows\\WinSxS\\, C:\\Windows\\uus\\) OR (Image=C:\\Windows\\system32\\svchost.exe TargetFilename=C:\\Program Files\\WindowsApps\\) OR Image=C:\\Windows\\System32\\wuauclt.exe OR TargetFilename=C:\\Windows\\explorer.exe OR (Image=C:\\WINDOWS\\system32\\msiexec.exe TargetFilename IN (C:\\Program Files\\PowerShell\\7\\pwsh.exe, C:\\Program Files\\PowerShell\\7-preview\\pwsh.exe)) OR (TargetFilename=C:\\Windows\\System32\\SecurityHealth\\ TargetFilename=\\SecurityHealthSystray.exe Image=\\SecurityHealthSetup.exe))"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_creation_unquoted_service_path.yml,file_event_win_creation_unquoted_service_path.yml,Creation Exe for Service with Unquoted Path,TargetFilename=C:\\program.exe
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_cred_dump_tools_dropped_files.yml,file_event_win_cred_dump_tools_dropped_files.yml,Cred Dump Tools Dropped Files,"TargetFilename IN (\\fgdump-log, \\kirbi, \\pwdump, \\pwhashes, \\wce_ccache, \\wce_krbtkts) OR TargetFilename IN (\\cachedump.exe, \\cachedump64.exe, \\DumpExt.dll, \\DumpSvc.exe, \\Dumpy.exe, \\fgexec.exe, \\lsremora.dll, \\lsremora64.dll, \\NTDS.out, \\procdump64.exe, \\pstgdump.exe, \\pwdump.exe, \\SAM.out, \\SECURITY.out, \\servpw.exe, \\servpw64.exe, \\SYSTEM.out, \\test.pwd, \\wceaux.dll)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_cscript_wscript_dropper.yml,file_event_win_cscript_wscript_dropper.yml,WScript or CScript Dropper - File,"Image IN (\\wscript.exe, \\cscript.exe) TargetFilename IN (C:\\Users\\, C:\\ProgramData) TargetFilename IN (.jse, .vbe, .js, .vba, .vbs) | table Image,TargetFilename"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_csexec_service.yml,file_event_win_csexec_service.yml,CSExec Service File Creation,TargetFilename=\\csexecsvc.exe
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_csharp_compile_artefact.yml,file_event_win_csharp_compile_artefact.yml,Dynamic CSharp Compile Artefact,TargetFilename=.cmdline
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_dcom_iertutil_dll_hijack.yml,file_event_win_dcom_iertutil_dll_hijack.yml,Potential DCOM InternetExplorer.Application DLL Hijack,Image=System TargetFilename=\\Internet Explorer\\iertutil.dll
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_dll_sideloading_space_path.yml,file_event_win_dll_sideloading_space_path.yml,DLL Search Order Hijackig Via Additional Space in Path,"TargetFilename IN (C:\\Windows \\, C:\\Program Files \\, C:\\Program Files (x86) \\) TargetFilename=.dll"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_dump_file_susp_creation.yml,file_event_win_dump_file_susp_creation.yml,Potentially Suspicious DMP/HDMP File Creation,"Image IN (\\cmd.exe, \\cscript.exe, \\mshta.exe, \\powershell.exe, \\pwsh.exe, \\wscript.exe) TargetFilename IN (.dmp, .dump, .hdmp)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_errorhandler_persistence.yml,file_event_win_errorhandler_persistence.yml,Potential Persistence Attempt Via ErrorHandler.Cmd,TargetFilename=\\WINDOWS\\Setup\\Scripts\\ErrorHandler.cmd
